order_id,date,time,dates_std,times_std
6142,2016-04-13,19:25 PM,2016-04-13 00:00:00,
6143,"Wednesday,13 April, 2016",19:33:32,2016-04-13 00:00:00,
6144,"Wednesday,13 April, 2016",19H 37M 09S,2016-04-13 00:00:00,
6145,Apr 13 2016,19H 46M 25S,2016-04-13 00:00:00,
6146,"Wednesday,13 April, 2016",20:24 PM,2016-04-13 00:00:00,
6147,"Wednesday,13 April, 2016",20:49:30,2016-04-13 00:00:00,
6148,Apr 13 2016,21:01 PM,2016-04-13 00:00:00,
6149,Wed 13-Apr-2016,21H 10M 05S,2016-04-13 00:00:00,
6150,2016-04-13,21H 15M 17S,2016-04-13 00:00:00,
6151,Apr 13 2016,21:25:19,2016-04-13 00:00:00,
6152,Apr 13 2016,00:00 AM,2016-04-13 00:00:00,
6153,Apr 13 2016,21:56 PM,2016-04-13 00:00:00,
6154,"Thursday,14 April, 2016",11:18:50,2016-04-14 00:00:00,
6155,Thu 14-Apr-2016,12:00 PM,2016-04-14 00:00:00,
6156,"Thursday,14 April, 2016",12H 06M 10S,2016-04-14 00:00:00,
6157,"Thursday,14 April, 2016",12H 06M 10S,2016-04-14 00:00:00,
6158,1460584800.0,12:19 PM,2016-04-14 00:00:00,
6159,Apr 14 2016,12:20 PM,2016-04-14 00:00:00,
6160,Apr 14 2016,12:20 PM,2016-04-14 00:00:00,
6161,Apr 14 2016,12H 26M 04S,2016-04-14 00:00:00,
6162,Thu 14-Apr-2016,12H 36M 15S,2016-04-14 00:00:00,
6163,Apr 14 2016,12H 36M 41S,2016-04-14 00:00:00,
6164,Apr 14 2016,12H 38M 25S,2016-04-14 00:00:00,
6165,Thu 14-Apr-2016,12H 45M 11S,2016-04-14 00:00:00,
6166,2016-04-14,12:46:56,2016-04-14 00:00:00,
6167,2016-04-14,12H 52M 28S,2016-04-14 00:00:00,
6168,Apr 14 2016,12:54 PM,2016-04-14 00:00:00,
6169,2016-04-14,13H 14M 51S,2016-04-14 00:00:00,
6170,Apr 14 2016,13H 22M 26S,2016-04-14 00:00:00,
6171,"Thursday,14 April, 2016",13:32 PM,2016-04-14 00:00:00,
6172,14-04-16 14:00:59,00:00:00,2016-04-14 14:00:59,
6173,2016-04-14,14:08 PM,2016-04-14 00:00:00,
6174,14-04-16 15:00:27,00:00 AM,2016-04-14 15:00:27,
6175,Thu 14-Apr-2016,15:05:50,2016-04-14 00:00:00,
6176,Apr 14 2016,15H 26M 25S,2016-04-14 00:00:00,
6177,Apr 14 2016,15:33:42,2016-04-14 00:00:00,
6178,14-04-16 15:51:13,00:00:00,2016-04-14 15:51:13,
6179,2016-04-14,15:52:39,2016-04-14 00:00:00,
6180,14-04-16 16:15:07,00:00 AM,2016-04-14 16:15:07,
6181,Apr 14 2016,16H 43M 50S,2016-04-14 00:00:00,
6182,Thu 14-Apr-2016,16H 43M 50S,2016-04-14 00:00:00,
6183,Thu 14-Apr-2016,16H 58M 37S,2016-04-14 00:00:00,
6184,Apr 14 2016,17H 29M 46S,2016-04-14 00:00:00,
6185,14-04-16 17:43:50,00:00:00,2016-04-14 17:43:50,
6186,Thu 14-Apr-2016,18:02:07,2016-04-14 00:00:00,
6187,"Thursday,14 April, 2016",18:03 PM,2016-04-14 00:00:00,
6188,"Thursday,14 April, 2016",18:33:19,2016-04-14 00:00:00,
6189,"Thursday,14 April, 2016",18:35 PM,2016-04-14 00:00:00,
6190,14-04-16 18:37:10,18:35 PM,2016-04-14 18:37:10,
6191,Apr 14 2016,18H 54M 39S,2016-04-14 00:00:00,
6192,2016-04-14,19:08 PM,2016-04-14 00:00:00,
6193,"Thursday,14 April, 2016",19H 12M 26S,2016-04-14 00:00:00,
6194,"Thursday,14 April, 2016",19H 13M 18S,2016-04-14 00:00:00,
6195,14-04-16 19:13:35,00:00:00,2016-04-14 19:13:35,
6196,Thu 14-Apr-2016,20:10 PM,2016-04-14 00:00:00,
6197,14-04-16 20:56:37,00H 00M 00S,2016-04-14 20:56:37,
6198,"Thursday,14 April, 2016",21H 01M 13S,2016-04-14 00:00:00,
6199,Apr 14 2016,21:03 PM,2016-04-14 00:00:00,
6200,Thu 14-Apr-2016,21H 26M 50S,2016-04-14 00:00:00,
6201,Thu 14-Apr-2016,00:00 AM,2016-04-14 00:00:00,
6202,Thu 14-Apr-2016,21:53 PM,2016-04-14 00:00:00,
6203,Apr 14 2016,22H 22M 31S,2016-04-14 00:00:00,
6204,Fri 15-Apr-2016,11:42 AM,2016-04-15 00:00:00,
6205,Fri 15-Apr-2016,11H 47M 32S,2016-04-15 00:00:00,
6206,2016-04-15,11:51 AM,2016-04-15 00:00:00,
6207,Apr 15 2016,11:52:08,2016-04-15 00:00:00,
6208,2016-04-15,11H 55M 13S,2016-04-15 00:00:00,
6209,Fri 15-Apr-2016,12:14:51,2016-04-15 00:00:00,
6210,1460671200.0,12H 16M 16S,2016-04-15 00:00:00,
6211,1460671200.0,12:17:10,2016-04-15 00:00:00,
6212,Fri 15-Apr-2016,12H 30M 32S,2016-04-15 00:00:00,
6213,15-04-16 12:35:50,12H 30M 32S,2016-04-15 12:35:50,
6214,Fri 15-Apr-2016,12H 38M 57S,2016-04-15 00:00:00,
6215,Fri 15-Apr-2016,13:00 PM,2016-04-15 00:00:00,
6216,Fri 15-Apr-2016,13:07:27,2016-04-15 00:00:00,
6217,1460671200.0,13H 07M 46S,2016-04-15 00:00:00,
6218,Fri 15-Apr-2016,13H 08M 24S,2016-04-15 00:00:00,
6219,15-04-16 13:13:07,00:00:00,2016-04-15 13:13:07,
6220,15-04-16 13:13:07,13:17:16,2016-04-15 13:13:07,
6221,2016-04-15,13:38 PM,2016-04-15 00:00:00,
6222,2016-04-15,00:00:00,2016-04-15 00:00:00,
6223,Apr 15 2016,13:58:25,2016-04-15 00:00:00,
6224,1460671200.0,14:00 PM,2016-04-15 00:00:00,
6225,1460671200.0,14:00 PM,2016-04-15 00:00:00,
6226,Apr 15 2016,14:19 PM,2016-04-15 00:00:00,
6227,15-04-16 14:22:08,00:00 AM,2016-04-15 14:22:08,
6228,15-04-16 14:22:08,14H 25M 42S,2016-04-15 14:22:08,
6229,Fri 15-Apr-2016,15H 21M 14S,2016-04-15 00:00:00,
6230,2016-04-15,15:22:59,2016-04-15 00:00:00,
6231,Fri 15-Apr-2016,15H 31M 13S,2016-04-15 00:00:00,
6232,15-04-16 15:36:56,00H 00M 00S,2016-04-15 15:36:56,
6233,1460671200.0,15:55:18,2016-04-15 00:00:00,
6234,"Friday,15 April, 2016",15:58:26,2016-04-15 00:00:00,
6235,15-04-16 16:19:22,00:00:00,2016-04-15 16:19:22,
6236,Apr 15 2016,16:25 PM,2016-04-15 00:00:00,
6237,"Friday,15 April, 2016",16:35:13,2016-04-15 00:00:00,
6238,1460671200.0,16:37 PM,2016-04-15 00:00:00,
6239,1460671200.0,16:52 PM,2016-04-15 00:00:00,
6240,"Friday,15 April, 2016",16:54:35,2016-04-15 00:00:00,
6241,"Friday,15 April, 2016",16:59 PM,2016-04-15 00:00:00,
6242,"Friday,15 April, 2016",17H 11M 21S,2016-04-15 00:00:00,
6243,"Friday,15 April, 2016",17:22:51,2016-04-15 00:00:00,
6244,Fri 15-Apr-2016,17:39 PM,2016-04-15 00:00:00,
6245,"Friday,15 April, 2016",17:42:13,2016-04-15 00:00:00,
6246,"Friday,15 April, 2016",17:47:24,2016-04-15 00:00:00,
6247,1460671200.0,17:49:51,2016-04-15 00:00:00,
6248,Fri 15-Apr-2016,17H 54M 44S,2016-04-15 00:00:00,
6249,Fri 15-Apr-2016,17:57 PM,2016-04-15 00:00:00,
6250,1460671200.0,18:01:40,2016-04-15 00:00:00,
6251,Apr 15 2016,18:10 PM,2016-04-15 00:00:00,
6252,Apr 15 2016,18:15 PM,2016-04-15 00:00:00,
6253,"Friday,15 April, 2016",18H 24M 26S,2016-04-15 00:00:00,
6254,15-04-16 18:29:41,00:00:00,2016-04-15 18:29:41,
6255,Fri 15-Apr-2016,18:36:42,2016-04-15 00:00:00,
6256,"Friday,15 April, 2016",18H 41M 15S,2016-04-15 00:00:00,
6257,Fri 15-Apr-2016,18:49 PM,2016-04-15 00:00:00,
6258,2016-04-15,19H 09M 53S,2016-04-15 00:00:00,
6259,Apr 15 2016,19:16:07,2016-04-15 00:00:00,
6260,Apr 15 2016,19:18:13,2016-04-15 00:00:00,
6261,Apr 15 2016,19H 28M 32S,2016-04-15 00:00:00,
6262,Fri 15-Apr-2016,19H 37M 26S,2016-04-15 00:00:00,
6263,15-04-16 19:44:59,00H 00M 00S,2016-04-15 19:44:59,
6264,15-04-16 19:44:59,00H 00M 00S,2016-04-15 19:44:59,
6265,Fri 15-Apr-2016,20H 03M 24S,2016-04-15 00:00:00,
6266,1460671200.0,21:01:47,2016-04-15 00:00:00,
6267,Apr 15 2016,21H 31M 28S,2016-04-15 00:00:00,
6268,2016-04-15,22:15 PM,2016-04-15 00:00:00,
6269,Apr 15 2016,22:16 PM,2016-04-15 00:00:00,
6270,2016-04-15,22:19 PM,2016-04-15 00:00:00,
6271,1460757600.0,11:25:39,2016-04-16 00:00:00,
6272,1460757600.0,11:50:33,2016-04-16 00:00:00,
6273,16-04-16 11:51:39,00:00:00,2016-04-16 11:51:39,
6274,16-04-16 12:16:47,00:00:00,2016-04-16 12:16:47,
6275,16-04-16 12:16:47,12:26 PM,2016-04-16 12:16:47,
6276,16-04-16 12:16:47,12:30 PM,2016-04-16 12:16:47,
6277,Apr 16 2016,12H 46M 53S,2016-04-16 00:00:00,
6278,Sat 16-Apr-2016,12:52:09,2016-04-16 00:00:00,
6279,2016-04-16,12H 52M 11S,2016-04-16 00:00:00,
6280,16-04-16 13:09:55,00:00 AM,2016-04-16 13:09:55,
6281,"Saturday,16 April, 2016",00:00 AM,2016-04-16 00:00:00,
6282,"Saturday,16 April, 2016",13:49:08,2016-04-16 00:00:00,
6283,16-04-16 13:55:58,00H 00M 00S,2016-04-16 13:55:58,
6284,16-04-16 13:59:16,00:00 AM,2016-04-16 13:59:16,
6285,2016-04-16,14:23 PM,2016-04-16 00:00:00,
6286,2016-04-16,14:23 PM,2016-04-16 00:00:00,
6287,2016-04-16,14:43 PM,2016-04-16 00:00:00,
6288,2016-04-16,15H 17M 46S,2016-04-16 00:00:00,
6289,2016-04-16,15H 20M 11S,2016-04-16 00:00:00,
6290,2016-04-16,15H 20M 11S,2016-04-16 00:00:00,
6291,Apr 16 2016,15H 51M 06S,2016-04-16 00:00:00,
6292,"Saturday,16 April, 2016",16:22 PM,2016-04-16 00:00:00,
6293,2016-04-16,16:26 PM,2016-04-16 00:00:00,
6294,16-04-16 16:38:04,00:00 AM,2016-04-16 16:38:04,
6295,16-04-16 16:39:50,00:00 AM,2016-04-16 16:39:50,
6296,2016-04-16,16H 49M 12S,2016-04-16 00:00:00,
6297,16-04-16 17:00:11,00H 00M 00S,2016-04-16 17:00:11,
6298,"Saturday,16 April, 2016",17H 02M 51S,2016-04-16 00:00:00,
6299,Apr 16 2016,17:03 PM,2016-04-16 00:00:00,
6300,Apr 16 2016,17:03 PM,2016-04-16 00:00:00,
6301,Sat 16-Apr-2016,17:22 PM,2016-04-16 00:00:00,
6302,16-04-16 17:23:19,00:00 AM,2016-04-16 17:23:19,
6303,16-04-16 17:31:26,00:00:00,2016-04-16 17:31:26,
6304,2016-04-16,17H 32M 27S,2016-04-16 00:00:00,
6305,Sat 16-Apr-2016,17H 52M 15S,2016-04-16 00:00:00,
6306,16-04-16 18:00:11,00H 00M 00S,2016-04-16 18:00:11,
6307,"Saturday,16 April, 2016",18:08 PM,2016-04-16 00:00:00,
6308,Sat 16-Apr-2016,18H 18M 22S,2016-04-16 00:00:00,
6309,"Saturday,16 April, 2016",18:40 PM,2016-04-16 00:00:00,
6310,16-04-16 18:44:40,00H 00M 00S,2016-04-16 18:44:40,
6311,16-04-16 18:44:40,00H 00M 00S,2016-04-16 18:44:40,
6312,Sat 16-Apr-2016,18H 54M 21S,2016-04-16 00:00:00,
6313,16-04-16 18:54:52,00:00 AM,2016-04-16 18:54:52,
6314,Sat 16-Apr-2016,19:02:20,2016-04-16 00:00:00,
6315,"Saturday,16 April, 2016",19:15 PM,2016-04-16 00:00:00,
6316,2016-04-16,19:53:30,2016-04-16 00:00:00,
6317,1460757600.0,19:54 PM,2016-04-16 00:00:00,
6318,2016-04-16,20:06:50,2016-04-16 00:00:00,
6319,Sat 16-Apr-2016,20:46:19,2016-04-16 00:00:00,
6320,16-04-16 21:33:10,00:00:00,2016-04-16 21:33:10,
6321,16-04-16 22:04:26,00H 00M 00S,2016-04-16 22:04:26,
6322,Apr 16 2016,22:12 PM,2016-04-16 00:00:00,
6323,1460757600.0,22H 16M 42S,2016-04-16 00:00:00,
6324,1460757600.0,22H 29M 31S,2016-04-16 00:00:00,
6325,Sat 16-Apr-2016,22H 29M 31S,2016-04-16 00:00:00,
6326,Apr 17 2016,11H 29M 27S,2016-04-17 00:00:00,
6327,17-04-16 11:36:44,00:00:00,2016-04-17 11:36:44,
6328,2016-04-17,11:54:10,2016-04-17 00:00:00,
6329,Apr 17 2016,12:02:43,2016-04-17 00:00:00,
6330,17-04-16 12:08:04,12:02:43,2016-04-17 12:08:04,
6331,17-04-16 12:08:04,12:16 PM,2016-04-17 12:08:04,
6332,17-04-16 12:08:04,12:16 PM,2016-04-17 12:08:04,
6333,17-04-16 12:19:55,00H 00M 00S,2016-04-17 12:19:55,
6334,1460844000.0,12:21:22,2016-04-17 00:00:00,
6335,2016-04-17,12H 29M 54S,2016-04-17 00:00:00,
6336,Sun 17-Apr-2016,12H 29M 54S,2016-04-17 00:00:00,
6337,Apr 17 2016,12H 37M 51S,2016-04-17 00:00:00,
6338,Apr 17 2016,12:59:35,2016-04-17 00:00:00,
6339,Sun 17-Apr-2016,13:02 PM,2016-04-17 00:00:00,
6340,2016-04-17,13H 05M 35S,2016-04-17 00:00:00,
6341,Apr 17 2016,13:06 PM,2016-04-17 00:00:00,
6342,Sun 17-Apr-2016,13H 21M 00S,2016-04-17 00:00:00,
6343,17-04-16 13:36:02,00H 00M 00S,2016-04-17 13:36:02,
6344,"Sunday,17 April, 2016",00H 00M 00S,2016-04-17 00:00:00,
6345,Apr 17 2016,13:52:31,2016-04-17 00:00:00,
6346,1460844000.0,13:53 PM,2016-04-17 00:00:00,
6347,"Sunday,17 April, 2016",13:53 PM,2016-04-17 00:00:00,
6348,2016-04-17,13:53 PM,2016-04-17 00:00:00,
6349,1460844000.0,14H 03M 15S,2016-04-17 00:00:00,
6350,Sun 17-Apr-2016,14H 11M 12S,2016-04-17 00:00:00,
6351,2016-04-17,14H 15M 58S,2016-04-17 00:00:00,
6352,"Sunday,17 April, 2016",14H 27M 00S,2016-04-17 00:00:00,
6353,"Sunday,17 April, 2016",14:29 PM,2016-04-17 00:00:00,
6354,2016-04-17,14:47:43,2016-04-17 00:00:00,
6355,Sun 17-Apr-2016,14:59:17,2016-04-17 00:00:00,
6356,"Sunday,17 April, 2016",15:48:53,2016-04-17 00:00:00,
6357,1460844000.0,17:19 PM,2016-04-17 00:00:00,
6358,Apr 17 2016,17:20:28,2016-04-17 00:00:00,
6359,2016-04-17,17H 20M 41S,2016-04-17 00:00:00,
6360,Apr 17 2016,17H 22M 07S,2016-04-17 00:00:00,
6361,Apr 17 2016,17:45:19,2016-04-17 00:00:00,
6362,Sun 17-Apr-2016,17:48:32,2016-04-17 00:00:00,
6363,Apr 17 2016,17H 54M 34S,2016-04-17 00:00:00,
6364,Apr 17 2016,17:56 PM,2016-04-17 00:00:00,
6365,1460844000.0,17:59 PM,2016-04-17 00:00:00,
6366,Apr 17 2016,18:01 PM,2016-04-17 00:00:00,
6367,"Sunday,17 April, 2016",18:01 PM,2016-04-17 00:00:00,
6368,Sun 17-Apr-2016,18:15 PM,2016-04-17 00:00:00,
6369,Apr 17 2016,18:16 PM,2016-04-17 00:00:00,
6370,1460844000.0,18:33 PM,2016-04-17 00:00:00,
6371,1460844000.0,18:45:39,2016-04-17 00:00:00,
6372,Apr 17 2016,18:53:17,2016-04-17 00:00:00,
6373,17-04-16 19:13:22,00H 00M 00S,2016-04-17 19:13:22,
6374,17-04-16 19:13:22,19:26:02,2016-04-17 19:13:22,
6375,Apr 17 2016,19:38:31,2016-04-17 00:00:00,
6376,"Sunday,17 April, 2016",19:38:31,2016-04-17 00:00:00,
6377,Sun 17-Apr-2016,19:43 PM,2016-04-17 00:00:00,
6378,Sun 17-Apr-2016,19:44:08,2016-04-17 00:00:00,
6379,Sun 17-Apr-2016,19:54 PM,2016-04-17 00:00:00,
6380,Sun 17-Apr-2016,20:05:48,2016-04-17 00:00:00,
6381,Sun 17-Apr-2016,20H 07M 59S,2016-04-17 00:00:00,
6382,1460844000.0,20:10:12,2016-04-17 00:00:00,
6383,2016-04-17,20:35 PM,2016-04-17 00:00:00,
6384,2016-04-17,00H 00M 00S,2016-04-17 00:00:00,
6385,17-04-16 21:09:58,00:00:00,2016-04-17 21:09:58,
6386,17-04-16 21:09:58,00:00:00,2016-04-17 21:09:58,
6387,Apr 17 2016,21:36 PM,2016-04-17 00:00:00,
6388,Sun 17-Apr-2016,22:34 PM,2016-04-17 00:00:00,
6389,"Sunday,17 April, 2016",22H 50M 37S,2016-04-17 00:00:00,
6390,1460930400.0,11:54 AM,2016-04-18 00:00:00,
6391,2016-04-18,11H 58M 00S,2016-04-18 00:00:00,
6392,"Monday,18 April, 2016",12:21 PM,2016-04-18 00:00:00,
6393,2016-04-18,12:28 PM,2016-04-18 00:00:00,
6394,Apr 18 2016,12H 39M 57S,2016-04-18 00:00:00,
6395,"Monday,18 April, 2016",12:41:39,2016-04-18 00:00:00,
6396,Mon 18-Apr-2016,12H 51M 20S,2016-04-18 00:00:00,
6397,"Monday,18 April, 2016",12H 59M 57S,2016-04-18 00:00:00,
6398,2016-04-18,13H 01M 41S,2016-04-18 00:00:00,
6399,Mon 18-Apr-2016,13:02 PM,2016-04-18 00:00:00,
6400,"Monday,18 April, 2016",13:05:06,2016-04-18 00:00:00,
6401,"Monday,18 April, 2016",13:06:26,2016-04-18 00:00:00,
6402,"Monday,18 April, 2016",13:21 PM,2016-04-18 00:00:00,
6403,Mon 18-Apr-2016,13H 24M 53S,2016-04-18 00:00:00,
6404,"Monday,18 April, 2016",13:49 PM,2016-04-18 00:00:00,
6405,Apr 18 2016,14H 36M 34S,2016-04-18 00:00:00,
6406,Mon 18-Apr-2016,14H 36M 34S,2016-04-18 00:00:00,
6407,"Monday,18 April, 2016",15:04:00,2016-04-18 00:00:00,
6408,Apr 18 2016,15:09:16,2016-04-18 00:00:00,
6409,18-04-16 15:37:42,00H 00M 00S,2016-04-18 15:37:42,
6410,Apr 18 2016,15H 55M 03S,2016-04-18 00:00:00,
6411,1460930400.0,16H 15M 28S,2016-04-18 00:00:00,
6412,Apr 18 2016,16H 15M 28S,2016-04-18 00:00:00,
6413,2016-04-18,16:18:57,2016-04-18 00:00:00,
6414,Apr 18 2016,16:29 PM,2016-04-18 00:00:00,
6415,Mon 18-Apr-2016,16:29 PM,2016-04-18 00:00:00,
6416,18-04-16 17:00:58,00:00:00,2016-04-18 17:00:58,
6417,18-04-16 17:02:17,00H 00M 00S,2016-04-18 17:02:17,
6418,2016-04-18,17:10:23,2016-04-18 00:00:00,
6419,Mon 18-Apr-2016,17:12:20,2016-04-18 00:00:00,
6420,2016-04-18,17:32 PM,2016-04-18 00:00:00,
6421,"Monday,18 April, 2016",17:35 PM,2016-04-18 00:00:00,
6422,Mon 18-Apr-2016,17:37:21,2016-04-18 00:00:00,
6423,Apr 18 2016,17:42 PM,2016-04-18 00:00:00,
6424,2016-04-18,17:47 PM,2016-04-18 00:00:00,
6425,2016-04-18,17:47 PM,2016-04-18 00:00:00,
6426,2016-04-18,18H 23M 27S,2016-04-18 00:00:00,
6427,Apr 18 2016,18:25 PM,2016-04-18 00:00:00,
6428,18-04-16 18:44:13,00:00:00,2016-04-18 18:44:13,
6429,18-04-16 18:44:13,18:47 PM,2016-04-18 18:44:13,
6430,Apr 18 2016,19:05:40,2016-04-18 00:00:00,
6431,2016-04-18,19:16:07,2016-04-18 00:00:00,
6432,2016-04-18,19:20 PM,2016-04-18 00:00:00,
6433,Apr 18 2016,19:23 PM,2016-04-18 00:00:00,
6434,Apr 18 2016,19:43 PM,2016-04-18 00:00:00,
6435,"Monday,18 April, 2016",19:44 PM,2016-04-18 00:00:00,
6436,"Monday,18 April, 2016",19:52:25,2016-04-18 00:00:00,
6437,"Monday,18 April, 2016",19:53:57,2016-04-18 00:00:00,
6438,Mon 18-Apr-2016,19H 56M 28S,2016-04-18 00:00:00,
6439,2016-04-18,20H 05M 03S,2016-04-18 00:00:00,
6440,2016-04-18,20H 05M 03S,2016-04-18 00:00:00,
6441,Mon 18-Apr-2016,20:36 PM,2016-04-18 00:00:00,
6442,Mon 18-Apr-2016,20:39 PM,2016-04-18 00:00:00,
6443,1460930400.0,20:41 PM,2016-04-18 00:00:00,
6444,Apr 18 2016,20:50:24,2016-04-18 00:00:00,
6445,1460930400.0,20:56:07,2016-04-18 00:00:00,
6446,18-04-16 20:56:37,00:00:00,2016-04-18 20:56:37,
6447,1460930400.0,20H 57M 04S,2016-04-18 00:00:00,
6448,Mon 18-Apr-2016,20:59 PM,2016-04-18 00:00:00,
6449,2016-04-18,21:13:20,2016-04-18 00:00:00,
6450,Mon 18-Apr-2016,21:52:50,2016-04-18 00:00:00,
6451,18-04-16 22:38:12,00:00:00,2016-04-18 22:38:12,
6452,1461016800.0,11H 34M 28S,2016-04-19 00:00:00,
6453,19-04-16 11:48:16,00:00 AM,2016-04-19 11:48:16,
6454,Tue 19-Apr-2016,11:49 AM,2016-04-19 00:00:00,
6455,19-04-16 12:04:37,00:00:00,2016-04-19 12:04:37,
6456,19-04-16 12:16:06,00H 00M 00S,2016-04-19 12:16:06,
6457,Apr 19 2016,12:49 PM,2016-04-19 00:00:00,
6458,Apr 19 2016,13:18:38,2016-04-19 00:00:00,
6459,"Tuesday,19 April, 2016",13:44:48,2016-04-19 00:00:00,
6460,Tue 19-Apr-2016,13:51 PM,2016-04-19 00:00:00,
6461,"Tuesday,19 April, 2016",13:53 PM,2016-04-19 00:00:00,
6462,"Tuesday,19 April, 2016",14:01 PM,2016-04-19 00:00:00,
6463,"Tuesday,19 April, 2016",14:21 PM,2016-04-19 00:00:00,
6464,19-04-16 14:33:07,00:00 AM,2016-04-19 14:33:07,
6465,19-04-16 15:01:12,00:00:00,2016-04-19 15:01:12,
6466,19-04-16 15:01:12,15H 03M 15S,2016-04-19 15:01:12,
6467,Apr 19 2016,15H 05M 11S,2016-04-19 00:00:00,
6468,1461016800.0,15:20 PM,2016-04-19 00:00:00,
6469,Tue 19-Apr-2016,15H 21M 55S,2016-04-19 00:00:00,
6470,2016-04-19,15:27:14,2016-04-19 00:00:00,
6471,2016-04-19,15:27:14,2016-04-19 00:00:00,
6472,Apr 19 2016,15H 59M 32S,2016-04-19 00:00:00,
6473,1461016800.0,16H 17M 45S,2016-04-19 00:00:00,
6474,19-04-16 16:20:01,16H 17M 45S,2016-04-19 16:20:01,
6475,19-04-16 16:32:26,00H 00M 00S,2016-04-19 16:32:26,
6476,19-04-16 16:41:05,00H 00M 00S,2016-04-19 16:41:05,
6477,19-04-16 17:01:39,00:00 AM,2016-04-19 17:01:39,
6478,"Tuesday,19 April, 2016",17:06:14,2016-04-19 00:00:00,
6479,1461016800.0,17H 06M 48S,2016-04-19 00:00:00,
6480,Tue 19-Apr-2016,17H 21M 16S,2016-04-19 00:00:00,
6481,19-04-16 17:32:22,00H 00M 00S,2016-04-19 17:32:22,
6482,Apr 19 2016,17:33:28,2016-04-19 00:00:00,
6483,Apr 19 2016,17:55:53,2016-04-19 00:00:00,
6484,Apr 19 2016,18:06:51,2016-04-19 00:00:00,
6485,"Tuesday,19 April, 2016",18:12 PM,2016-04-19 00:00:00,
6486,Apr 19 2016,18:12 PM,2016-04-19 00:00:00,
6487,Tue 19-Apr-2016,18:28:15,2016-04-19 00:00:00,
6488,Apr 19 2016,18H 51M 40S,2016-04-19 00:00:00,
6489,19-04-16 18:55:07,00:00:00,2016-04-19 18:55:07,
6490,"Tuesday,19 April, 2016",19:06:19,2016-04-19 00:00:00,
6491,"Tuesday,19 April, 2016",19:06:38,2016-04-19 00:00:00,
6492,2016-04-19,19:19:54,2016-04-19 00:00:00,
6493,"Tuesday,19 April, 2016",19H 23M 16S,2016-04-19 00:00:00,
6494,"Tuesday,19 April, 2016",19:34 PM,2016-04-19 00:00:00,
6495,"Tuesday,19 April, 2016",19:34 PM,2016-04-19 00:00:00,
6496,"Tuesday,19 April, 2016",19:49:03,2016-04-19 00:00:00,
6497,19-04-16 19:56:40,19:49:03,2016-04-19 19:56:40,
6498,Apr 19 2016,20:49 PM,2016-04-19 00:00:00,
6499,Apr 19 2016,21:14 PM,2016-04-19 00:00:00,
6500,Apr 19 2016,21:37:51,2016-04-19 00:00:00,
6501,Tue 19-Apr-2016,22H 18M 10S,2016-04-19 00:00:00,
6502,20-04-16 11:43:35,00:00:00,2016-04-20 11:43:35,
6503,2016-04-20,11H 48M 35S,2016-04-20 00:00:00,
6504,"Wednesday,20 April, 2016",11:52:59,2016-04-20 00:00:00,
6505,"Wednesday,20 April, 2016",11:59 AM,2016-04-20 00:00:00,
6506,Wed 20-Apr-2016,12:14:07,2016-04-20 00:00:00,
6507,2016-04-20,12H 15M 37S,2016-04-20 00:00:00,
6508,Apr 20 2016,12:18 PM,2016-04-20 00:00:00,
6509,20-04-16 12:22:24,00:00:00,2016-04-20 12:22:24,
6510,20-04-16 12:26:56,00:00:00,2016-04-20 12:26:56,
6511,"Wednesday,20 April, 2016",00:00:00,2016-04-20 00:00:00,
6512,20-04-16 12:29:01,00:00 AM,2016-04-20 12:29:01,
6513,Apr 20 2016,12:39:42,2016-04-20 00:00:00,
6514,20-04-16 12:41:43,00:00:00,2016-04-20 12:41:43,
6515,2016-04-20,12:43 PM,2016-04-20 00:00:00,
6516,20-04-16 12:46:50,12:43 PM,2016-04-20 12:46:50,
6517,20-04-16 12:46:50,12H 48M 28S,2016-04-20 12:46:50,
6518,Apr 20 2016,12H 48M 28S,2016-04-20 00:00:00,
6519,Apr 20 2016,12:57:19,2016-04-20 00:00:00,
6520,"Wednesday,20 April, 2016",12H 59M 51S,2016-04-20 00:00:00,
6521,"Wednesday,20 April, 2016",13:01 PM,2016-04-20 00:00:00,
6522,2016-04-20,13:14:21,2016-04-20 00:00:00,
6523,1461103200.0,13H 15M 19S,2016-04-20 00:00:00,
6524,1461103200.0,13H 39M 53S,2016-04-20 00:00:00,
6525,1461103200.0,13:55:30,2016-04-20 00:00:00,
6526,Apr 20 2016,13:55:30,2016-04-20 00:00:00,
6527,2016-04-20,14:32:05,2016-04-20 00:00:00,
6528,Wed 20-Apr-2016,14:32:05,2016-04-20 00:00:00,
6529,Wed 20-Apr-2016,15H 01M 00S,2016-04-20 00:00:00,
6530,20-04-16 15:02:16,00:00 AM,2016-04-20 15:02:16,
6531,1461103200.0,15:14:43,2016-04-20 00:00:00,
6532,"Wednesday,20 April, 2016",15:14:43,2016-04-20 00:00:00,
6533,2016-04-20,15:45:51,2016-04-20 00:00:00,
6534,Apr 20 2016,15:46:47,2016-04-20 00:00:00,
6535,"Wednesday,20 April, 2016",16:01:28,2016-04-20 00:00:00,
6536,2016-04-20,16:04 PM,2016-04-20 00:00:00,
6537,20-04-16 16:39:18,00:00:00,2016-04-20 16:39:18,
6538,"Wednesday,20 April, 2016",16:54 PM,2016-04-20 00:00:00,
6539,2016-04-20,16H 54M 26S,2016-04-20 00:00:00,
6540,1461103200.0,17:20:35,2016-04-20 00:00:00,
